abstract,term
"Background: The objective of this study was to evaluate the use of uric acid as a marker of severity of pre-eclampsia. Methods: Uric acid was measured in 36 pre-eclamptic pregnant women and 26 healthy pregnant women in the control group. Data regarding age, history of pre-eclampsia in previous pregnancies, family history of pre-eclampsia, pregnancy, and abortion were obtained through a questionnaire given to each pregnant woman, after signing the consent form. The route of delivery and weight of the newborns were obtained from medical records of patients. Statistical analyses used were the t-test and Fisher's exact test. Results: Uric acid was significantly higher and weight of neonates was significantly lower in pre-eclamptic women. Significant correlations between uric acid and systolic blood pressure, and uric acid and 24-hour proteinuria were observed. Inverse correlations between uric acid levels and weight of newborns and between systolic blood pressure and the weight of newborns were also observed. Conclusions: The results agree with other previous research, and reinforce the idea that the concentration of serum uric acid in pregnant women with pre-eclampsia is associated with disease severity and contributes to better monitoring of the mother and newborn.",preeclampsia
"Objective: The objective of this prospective, open, randomised trial was to determine the role of calcium supplementation in preventing pre-eclampsia. Methods: One hundred uncomplicated normotensive primigravidae were enrolled in the study before 20 weeks of pregnancy. Fifty each were randomised to receive either two gram elemental calcium daily from 20 weeks of gestation to delivery (study group) or no calcium supplementation (control group). Prior to 20 weeks of gestation each underwent a complete clinical and laboratory evaluation. Serum and urine calcium was measured first at 20 weeks of gestation and then at 24-28 weeks and at 32-36 weeks of pregnancy. Results: Patient characteristics at the start of therapy were similar in the two groups. Blood pressure profile was similar throughout pregnancy in the groups. The incidence of pre-eclampsia was similar (18% in the study group and 16% in the control group), but severe pre-eclampsia was significantly less in the study group. There was no significant difference between the two groups with regards to intra- and postpartum characteristics, perinatal outcome and maternal or fetal side effects. Serum and urinary calcium levels did not differ between the two groups. Conclusion: While calcium supplementation did not lower the incidence of pre-eclampsia it did reduce its severity.",preeclampsia
"The pathogenesis of pre-eclampsia is still not completely known; however, in the recent decade, there have been tremendous research efforts leading to impressive results highlighting the role of a disturbed angiogenic balance as one of the key features of the disease. Numerous studies have shown the key role of the placenta in the pathogenesis of pre-eclampsia. A shift in the sFlt-1 (soluble Fms-like tyrosine kinase-1)/PlGF (placental growth factor) ratio is associated with the disease. Although pre-eclampsia seems to be a clearly defined disease, clinical presentation, and particularly the dynamics of the clinical course, can vary enormously. The only available tools to diagnose pre-eclampsia are blood pressure measurement and urine protein sampling. However, these tools have a low sensitivity and specificity regarding the prediction of the course of the disease or maternal and perinatal outcomes. The only cure for the disease is delivery, although a timely diagnosis helps in decreasing maternal and fetal morbidity and mortality. The sFlt1/PlGF ratio is able to give additional valuable information on the status and progression of the disease and is apt to be implemented in the diagnostic algorithm of pre-eclampsia. In the present review, we aim to provide an overview of the vast literature on angiogenesis and anti-angiogenesis factors in pre-eclampsia that have been published over the last decade. We introduce work from basic research groups who have focused on the pathophysiological basis of the disease. Furthermore, we review studies with a clinical focus in which the sFlt-1/PlGF ratio has been analysed along with other candidates for routine clinical assessment of pre-eclampsia.",preeclampsia
"Aim: We have previously demonstrated that mRNA expression and enzyme activity levels of placental indoleamine 2,3-dioxygenase (IDO), which degrades L-tryptophan and blocks the proliferation of T cells, are significantly low in patients with severe pre-eclampsia. From this observation, we hypothesized that induction of maternal allogeneic immune reaction by reduced IDO activity is one of the causes of pre-eclampsia. Methods: To examine this hypothesis, we administered an IDO inhibitor to pregnant female mice carrying allogeneic concepti. Since administration of an IDO inhibitor to pregnant mice starting at E4.5 is already reported to cause allogeneic fetal rejection, we modified the regimen and started the administration at E6.5 when the fetus and placenta have already been established. Results: Pregnant mice treated with an IDO inhibitor developed high blood pressure and proteinuria in addition to local circulation impairment in the placenta, which is analogous to the lesions that are characteristic of human pre-eclampsia. In contrast, pregnant mice carrying syngeneic concepti did not manifest such symptoms. Conclusions: Our findings reveal a pivotal role for IDO activity in the etiology of pre-eclampsia. These data also lend support to the current hypothesis that pre-eclampsia is one of the possible manifestations of a maternal immunological reaction against an allogeneic fetus.",preeclampsia
"Aims: To perform a systematic review of screening for pre-eclampsia (PE) with the combination of uterine artery Doppler (UAD), maternal history, mean arterial pressure and/or maternal serum markers. Methods: We identified eligible studies through a search of Medline, and, for each included study, we assessed the risk of bias and extracted relevant data. We reported the performance of screening tests according to the target population (low- or high-risk), the trimester of screening (first and/or second) and the subset of PE screened for (early and late). Results: Several tests provided moderate or convincing prediction of early PE, but screening for late PE was poor. Although UAD is more accurate in the second trimester, we found encouraging results for first-trimester screening when it was combined with other markers. Performance of screening was consistently lower in populations with risk factors for PE in the maternal history. Conclusions: We present encouraging results for the prediction of early PE, even in the first trimester of pregnancy. The different performance of tests in screening for early vs. late PE, and of low- vs. high-risk populations, supports the concept that PE is a heterogeneous disease.",preeclampsia
"Objective: To explore the different clinical onset patterns in severe preeclampsia. Methods: A prospective observational study was conducted in 173 cases of severe preeclampsia. They were divided into two groups according to the onset of gestational age of severe preeclampsia, early onset of severe preeclampsia (S-PE) (onset < or = 34 weeks) and late onset of S-PE (onset > 34 weeks). Then according to the onset pattern they were subdivided into 4 subgroups: early abrupt onset (10) and early onset with gradual progress of severe preeclampsia (87), late abrupt onset (18) and late onset with gradual progress of severe preeclampsia (58). Clinical characteristics in each subgroup were evaluated. Results: Cases with abrupt onset accounted for 16.2% out of 173 cases of severe preeclampsia (28/173). The incidence of abrupt onset or onset with gradual progress between early and late onset groups was not significantly different (P > 0.05). Whether in early onset group or late onset group, the incidence of serious maternal complications was much higher in abrupt onset subgroups than that in gradual progress subgroups [100.0% (10/10) vs 34.5% (30/87) and 100.0% (18/18) vs 29.3% (17/58); P < 0.001]. The incidence of serious maternal complications was not significantly different between early onset and late onset groups (P > 0.05). The perinatal mortality rate was higher in abrupt onset subgroups compared to gradual progress subgroups both in early onset groups and in late onset ones (72.7% vs 24.3%, P < 0.01; 22.2% vs 4.9%, P < 0.05). The perinatal mortality rate was higher in each subgroups in early onset groups than that in late onset ones respectively (P < 0.01, P < 0.05). The gestational age at delivery was closely associated with perinatal outcomes. When a delimitation of early onset of severe preeclampsia was set at 32-week gestation, perinatal outcome was associated with both gestational age at birth and the onset time of severe preeclampsia. If the cut-off point was set at 34-week gestation, perinatal outcome was associated only with gestational age at birth. Conclusions: Approximately 16% pregnant women with severe preeclampsia were attacked abruptly and complicated by serious complications. The clinical delimitation of early onset of severe preeclampsia set at 32-week gestation is significantly associated with poor maternal and perinatal outcomes.",preeclampsia
Elevation of the factor VIII protein to coagulant ratio previously has been reported to predict the severity of pre-eclampsia. Abnormal levels and patterns of factor VIII: von Willebrand factor (VIII/vWF) have been reported in thrombotic thrombocytopenia purpura (TTP). Severe pre-eclampsia shares many features with this syndrome. Nine primigravid patients with pre-eclampsia were evaluated by assays for factor VIII/vWF protein and coagulant activity and were compared to nine normal primigravid (controls). The patients and controls were indistinguishable by factor VIII antigen/coagulant activity ratios. Pre-eclamptic patients also had unremarkable factor VIII patterns on crossed immunoelectrophoresis. The evaluation of factor VIII/vWF multimeric patterns showed four patients with abnormal patterns in the pre-eclamptic patients and three abnormal patterns in the controls. These patterns were not analogous to the factor VIII abnormalities found in TTP.,preeclampsia
"Based on ophthalmoscopic findings, 30 toxemic patients were divided into three types: R-type; retinal vascular occlusion type, C-type; choroidal vascular occlusion type, R + C-type; mixed vascular occlusion type. R-type (5 cases) and R + C-type (7 cases) significantly correlated to superimposed preeclampsia. C-type (18 cases) significantly correlated to preeclampsia (pregnancy-induced hypertensive disorder: PIH). Clinical examinations (urine protein, platelet, fibrinogen, fibrin degradation product, partial thromboplastin time and prothrombin time) had no relation to the types of ophthalmoscopic classification. It was concluded that preeclampsia (PIH) and superimposed preeclampsia have different influences on the ocular fundus.",preeclampsia
"Background: To explore the possibility of serum leptin being a marker of severity of pre-eclampsia, so that risk of imminent eclampsia and eclampsia can be reduced. Methods: This observational study was conducted at a private hospital of Hyderabad from 31st July to 1st December 2007. Forty primipara with same age, body mass indices and gestational age were included in this study. Twenty women had raised blood pressure in third trimester of pregnancy and 20 women with a normal blood pressure in third trimester of pregnancy. The exclusion criteria included history of diabetes, twin pregnancy, chronic hypertension, liver or renal disease. After counselling and affordability of laboratory testing their blood sample was taken for serum leptin, uric acid, serum creatinine and urine for albumin. The serum leptin level was measured by radio-immunoassay (RIA) kits. All data was filled in a pre-designed proforma after taking detailed history and examination. Statistical analysis was performed on SPSS. Student's t-test was applied where applicable. Results: Mean systolic and diastolic blood pressure between pre-eclamptic and control group showed a marked difference (p < 0.001) ranging from 149.50 +/- 3.44 and 104.40 +/- 3.03 as compared to control 107 +/- 1.56 and 74.50 +/- 1.49 respectively, similarly proteinuria was present in 20 (100%) cases of pre-eclampsia and 07 (35%) of normotensive women. Mean serum leptin level was significantly high in pre-eclampstic (79.380 +/- 3.287), when compared with a control group (27.825 +/- 1.050). Mean serum uric acid in pre-eclamptic (5.040 +/- 0.147) showed significant changes than control (3.600 +/- 0.141), while serum creatinine level was insignificant in both groups. It has been observed that Mean +/- SEM value of serum leptin level was much higher in severe pre-eclamptics (76.418 +/- 5.056) than in women with mild pre-eclampsia (40.856 +/- 2.807). All the parameters correlated positively and significantly with increased blood pressure. Conclusion: Elevated plasma leptin concentration appears to be a marker of pre-eclampsia independently or along with other parameters of pre-eclampsia could be used to reduce the severity of pre-eclampsia thus avoiding risk effects of pre-eclampsia to mother and foetus. This study still needs more research work to prove our results.",preeclampsia
"Posterior reversible encephalopathy syndrome (PRES) is a rare clinico-neuroradiologic condition, not commonly reported in the literature. PRES is an uncommon complication of severe preeclampsia/eclampsia. We report the management of one patient with postpartum preeclampsia as an association of HELLP syndrome presenting with status-epileptics. Early diagnosis along with timely supportive therapy resulted in the successful management of this challenging case. Recent understanding on the pathophysiology of this uncommon condition is discussed. We highlight the importance to obstetricians, intensive-care physicians and anesthesiologists of recognizing such cases.",preeclampsia
"Problem: Mannose-binding lectin (MBL) is a pattern-recognition receptor that activates complement and modulates inflammation. Homozygosity for the most common allele of the MBL2 gene that is associated with high MBL serum concentrations is more prevalent among patients with pre-eclampsia. The objective of this study was to determine maternal plasma MBL concentrations in normal pregnant women and patients with pre-eclampsia. Method of study: This cross-sectional study included normal pregnant women (n = 187) and patients with pre-eclampsia (n = 99). Maternal plasma MBL concentrations were determined by ELISA. Results: Women with pre-eclampsia had a higher median maternal plasma MBL concentration than normal pregnant women. MBL concentration distribution curves were three-modal, the subintervals in normal pregnancy were low (< 143.7), intermediate (143.7-1898.9) and high (> 1898.9 ng/mL). The proportion of normal pregnant women was larger in the low subinterval, while the proportion of patients with preeclampsia was larger in the high subinterval (P = 0.02). Normal pregnant women in the high subinterval had a larger rate of placental underperfusion than those in the low and intermediate subintervals (P = 0.02). Conclusions: The median maternal plasma MBL concentration is elevated in patients with pre-eclampsia and a larger proportion of these patients are in the high subinterval than normal pregnant women, suggesting that this component of the innate immune system is involved in the mechanisms of disease in pre-eclampsia.",preeclampsia
"Pregnancy is known to induce rapid, progressive, and substantial changes to the cardiovascular system, ultimately facilitating successful pregnancy outcomes. Women who develop hypertensive disorders during pregnancy are considered to have ""failed"" the cardiovascular stress test of pregnancy and likely represent a subpopulation with inadequate cardiovascular accommodation. Preeclampsia is a serious complication with a myriad of manifestations in both mother and offspring. This pregnancy syndrome is a polygenic disease and has now been linked to a greater incidence of cardiovascular disease. Moreover, offsprings born to preeclamptic mothers exhibit an elevated risk of cardiovascular disease, stroke, and mental disorders during adulthood. This suggests that preeclampsia not only exposes the mother and the fetus to complications during pregnancy but also programs chronic diseases during adulthood in the offspring. The etiology of preeclampsia remains unknown, with various theories being suggested to explain its origin. It is primarily thought to be associated with poor placentation and entails excessive maternal inflammation and endothelial dysfunction. It is well established now that the maternal immune system and the placenta are involved in a highly choreographed cross talk that underlies adequate spiral artery remodeling required for uteroplacental perfusion and free flow of nutrients to the fetus. Although it is not clear whether immunological alterations occur early during pregnancy, studies have proposed that dysregulated systemic and placental immunity contribute to impaired angiogenesis and the onset of preeclampsia. Recently emerged strong evidence suggests a potential link among epigenetics, microRNAs (miRNAs), and pregnancy complications. This chapter will focus on important aspects of epigenetics, immunological aspects, and cardiovascular and vascular remodeling of preeclampsia.",preeclampsia
"Preeclampsia is the most menacing complication of pregnancy and childbirth worldwide and remains one of the leading causes of maternal and perinatal morbidity and mortality. It is characterized by a complex etiopathogenesis with specific clinical and laboratory changes (hypertension, proteinuria and edema), as well as by the morphological pattern of target organ damage and uteroplacental blood vascular lesions. However, the triad of clinical signs of preeclampsia is not encountered in all cases now. Objective: to study the clinical and anatomical aspects of preeclampsia at the present stage. Material and methods: 17 maternal deaths due to preeclampsia were studied at the medical institutions of the Moscow Healthcare Department from 2012 to the first half of 2017 through postmortem examination at City Clinical Hospital Thirty-One, Moscow Healthcare Department. Results: This analysis showed the atypical course of preeclampsia (without substantial blood pressure elevations, with mild/moderate proteinuria, but almost always with edema). The characteristic feature is a laboratory sign, such as thrombocytopenia and liver enzyme dysfunction. Morphological examination of deceased patients showed that almost half of the cases had brain hemorrhages of different localization and size; in most cases, renal changes corresponded to the pattern of a shock kidney with endotheliosis and frequently with cortical necroses. The liver was characterized by a considerable increase in size with the development of fatty dystrophy, centrolobular necroses and hemorrhages; there were metabolic damage foci in the heart in almost half of the cases, as well as signs of disseminated intravascular coagulation with numerous hemorrhages in the organs and tissues. Conclusion: Characteristic uteroplacental artery morphological changes in both the surgical and autopsy material render a leading assistance in the diagnosis of preeclampsia/eclampsia.",preeclampsia
"Objective: To investigate whether interleukin-10 (IL-10) polymorphisms are associated with susceptibility to pre-eclampsia. Methods: A meta-analysis was conducted on the associations between IL-10-1082 G/A, -819 C/T and -592 C/A polymorphisms and pre-eclampsia using allele contrast, a recessive model, a dominant model and an additive model. Results: Thirteen groups from 11 papers involving 1534 patients with pre-eclampsia and 2271 controls were considered in the meta-analysis. Meta-analysis of the IL-10-1082 G/A polymorphism in 3500 study subjects revealed no association between pre-eclampsia and the IL-10-1082 G allele [odds ratio (OR) 0.890, 95% confidence interval (CI) 0.729-1.087; p=0.254]. Stratification by ethnicity indicated an association between the IL-10-1082 G allele and pre-eclampsia in the Iranian groups (OR 1.408, 95% CI 1.097-1.807; p=0.007), but not in the European groups (OR 0.759, 95% CI 0.506-1.136; p=0.180). Meta-analysis revealed an association between pre-eclampsia and the IL-10-819 C allele in all study subjects (OR 1.296, 95% CI 1.012-1.661; p=0.040), particularly among the Iranian groups (OR 1.390, 95% CI 1.067-1.811; p=0.015). Meta-analysis showed no association between pre-eclampsia and the IL-10-592 C allele (OR 1.215, 95% CI 0.967-1.527; p=0.094) in any groups, except for the Iranian groups (OR 1.380, 95% CI 1.056-1.805; p=0.018). However, the associations found in the meta-analysis became non-significant after exclusion of the studies in which the controls showed deviation from Hardy-Weinberg equilibrium. Conclusions: This meta-analysis suggests that IL-10-1082 G/A, -819 C/T and -592 C/A polymorphisms are unlikely to be important in susceptibility to pre-eclampsia.",preeclampsia
"Preeclampsia is characterized by the onset of high blood pressure and proteinuria during pregnancy, which results in substantial maternal and neonatal morbidity and mortality. Insulin resistance has been observed before the onset of preeclampsia, and is implicated in its pathophysiology. Recently, retinol-binding protein 4 (RBP4), which carries retinol in circulation, has been shown to be a potential regulator of insulin resistance originating from adipose tissue. Here we measured insulin resistance and RBP-4 levels in patients with preeclampsia and in women with normal pregnancies matched for gestational age and body mass index at Okayama University Hospital. Our aim was to examine the potential role of RBP4 in the pathophysiology of this disorder. There were no significant differences in RBP4 levels between all patients with preeclampsia and controls. However, the RBP4 level and homeostasis model assessment as an index of insulin resistance (HOMA-IR) in overweight patients with late-onset preeclampsia were significantly higher than in overweight controls carrying normal pregnancies and in normal weight women with late-onset preeclampsia. In contrast, there were no significant differences between the overweight and normal weight groups among patients with early-onset preeclampsia and in healthy pregnant women. These data suggest that RBP4 might act in the pathophysiology of late-onset preeclampsia via increased insulin resistance in obese women.",preeclampsia
"Background: Impaired trophoblast invasion is suggested as the main cause of reduced placental perfusion, which results in fetal growth restriction and preeclampsia. Immunological response against the invading tissue has been given as the explanation. Preeclampsia frequently recurs during the next pregnancy. Doppler ultrasound can predict increased vascular impedance in the uteroplacental circulation. Whether signs of increased vascular resistance in pregnancies complicated by preeclampsia are predictive of recurrence during the next pregnancy is unknown. Methods and material: Uterine artery Doppler was performed in 570 pregnant women with preeclampsia. Of these, 139 became pregnant again. The uterine artery Doppler results during the first pregnancy were related to symptoms of preeclampsia in the succeeding pregnancy. Results: Preeclampsia developed again in 43 of the 139 women. Pregnancies with signs of increased uterine artery vascular impedance during the first pregnancy were 3.4 times more likely to develop preeclampsia again (CI 1.58-7.6). Similar results for a small for gestational age newborn were 9.7 (CI 1.1-90). Conclusion: Increased uterine artery vascular impedance in pregnancies complicated by preeclampsia increases the likelihood of recurrence and growth restriction during the next pregnancy. The Doppler information gathered during the first pregnancy might thus select cases for special surveillance and possibly prophylactic anti-platelet treatment in the next pregnancy.",preeclampsia
"Purpose: Pharmacotherapeutic options for the treatment of preeclampsia are reviewed. Summary: Risk factors for the development of preeclampsia include microvascular diseases, such as diabetes mellitus; vascular and connective tissue disorders; hypertension; antiphospholipid antibody syndrome; and nephropathy. Several pathophysiological factors contribute to the development of the preeclamptic state, including vasospasm onset, coagulation system activation, increased inflammatory response, and ischemia. The specific agents used for the treatment of preeclampsia are dependent on a number of factors including symptom severity, maternal or fetal compromise, the progression to eclampsia, gestational period, and cervical status. The diagnosis of preeclampsia beyond the gestation period of 38 weeks requires delivery. The presence of maternal compromise or eclampsia at gestation greater than 20 weeks also necessitates delivery. In cases of chronic or mild hypertension, oral methyldopa may be administered on an outpatient basis. Intravenous hydralazine is a commonly administered arteriolar vasodilator that is effective for hypertensive emergencies associated with pregnancies. The most common adverse effect of hydralazine administration is unpredictable hypotension. Labetalol decreases heart rate and may be preferred because of a lack of reflex tachycardia, hypotension, or increased intracranial pressure. However, the drug of choice for the prevention and control of maternal seizures in patients with severe preeclampsia or eclampsia during the peripartum period is i.v. magnesium sulfate. Therapeutic serum magnesium levels cause cerebral vasodilation, thereby reversing the ischemia produced by cerebral vasospasm during an eclamptic episode. The results of one study indicated that women receiving magnesium sulfate therapy had a 58% lower risk of eclampsia than placebo. Conclusion: Magnesium sulfate remains the drug of choice for the prevention and treatment of preeclampsia. Alternative antihypertensive agents may provide additional benefit in the management of hypertension for preeclamptic patients.",preeclampsia
"Objective: To determine if preeclampsia is an independent predictor of diastolic dysfunction and what factors among patients with preeclampsia are associated with diastolic dysfunction. Methods: This is a retrospective cohort study of patients who delivered between 2008 and 2013 at a single institution who had a maternal echocardiogram during their pregnancy or within 5months of delivery. Patients with structural heart disease, ejection fraction less than 45%, pulmonary embolus, or age over 45years were excluded. Medical records were reviewed for medical and obstetric complications and echocardiogram findings. Demographic characteristics and rate of diastolic dysfunction were compared between patients with preeclampsia and without preeclampsia. Multivariate logistic regression was performed controlling for age, ethnicity, gestational age at delivery, diabetes, preeclampsia, intrauterine growth restriction (IUGR), antihypertensive use and magnesium sulfate administration. Results: Sixty-six patients were identified, of which 39 (59%) had preeclampsia. Past history of preeclampsia, IUGR in the current pregnancy, antihypertensive use and magnesium sulfate use were higher in the preeclampsia group. Fifteen patients (39%) in the preeclampsia group were African-American compared to 2 (3%) in the control group (p<0.01). Seventeen (44%) of the patients with preeclampsia were found to have diastolic dysfunction compared to 3 (11%) controls (OR=6.18, 95% CI 1.59,24.02; p=0.006). Logistic regression analysis did not reveal other independent predictors of diastolic dysfunction. In the patients with preeclampsia, history of preeclampsia with severe features and IUGR were not associated with diastolic dysfunction. Conclusions: Our study supports previous findings that preeclampsia is associated with diastolic dysfunction.",preeclampsia
"Preeclampsia (PE) is a pregnancy-specific disorder that can be life threatening for both mother and baby. It is characterized by a new onset hypertension during the second half of pregnancy and affects ~300,000 women in the United States every year. There is no cure for PE, and the only effective treatment is delivery of the placenta and the fetus, which is often preterm. PE is believed to be a severe manifestation of placental dysfunction due to early angiogenic imbalances and inflammatory disturbances; however, the cause of this is unknown. The once thought ""sterile"" placenta now has been proposed to have a unique microbiome of its own. Under ideal conditions, the microbiome represents a balanced bacterial community that is important to the maintenance of a healthy environment. Dysbiosis of these communities may lead to inflammation that potentially contributes to adverse pregnancy outcomes, such as preterm birth and PE. Thus far, the female reproductive tract microbiome has been found to be influenced by periodontal disease, cardiometabolic complications, and maternal obesity, all of which have been identified as contributors to PE. This review will look at the maternal reproductive tract microbiome, evidence for and against, and its role in pregnancy and PE-related events as well as data from relevant mouse models that could be useful for further investigating the influence of the reproductive tract microbiome on the pathogenesis of PE.",preeclampsia
"Background: Severe early onset preeclampsia might be reversed by correction of an underlying pathophysiologic condition. Case: A 22-year-old nullipara with a history of antivesicoureteral reflux surgery in childhood presented at 23 weeks' gestation with severe headaches, hypertension, proteinuria, edema, and acute renal failure. Severe preeclampsia was diagnosed, and bilateral distal ureteral obstruction was documented by cystoscopy, fluoroscopy, and retrograde pyelography. Bilateral ureteral stent placement completely resolved the preeclampsia and prolonged pregnancy until term. Conclusion: Pregnant women with a history of antireflux surgery in childhood might be at risk for acute renal failure and severe preeclampsia caused by bilateral ureteral obstruction. Ureteral stent placement might reverse obstruction, renal failure, and preeclampsia.",preeclampsia
"Preeclampsia (PE) is an enigmatic syndrome, still with unknown aetiology and multi-factorial pathogenesis. Our understanding of the role of the immune system in PE development has undergone a transformation over the years. From a model based on the alterations in cell-mediated immunity, research moved on to a vision centred on the alteration of the humoural immunity and on the systemic involvement of the inflammatory system. The first hypothesis was classically derived from the evidence that an adequate maternal immunological response is necessary in pregnancy to allow the survival of the foetus. An abnormal response of the maternal immune system against the placenta may be the first pathogenetic step of PE, followed by a systemic inflammatory reaction. Currently available treatments for PE are mainly preventative with aspirin. Treatment aims to modulate inflammation and the immune system before their changes become established.",preeclampsia
"Ergothioneine (ERG), is a water-soluble amino acid that is derived entirely from dietary sources. It has received much attention as a therapeutic agent due to its anti-oxidant properties, and there are claims of preferential accumulation within high oxidative stress organs. Pre-eclampsia, a condition accompanied by increased oxidative stress, is one of the leading causes of maternal morbidity and mortality. Despite intense research efforts, its aetiologies remain somewhat unclear and there are still no effective treatment options. Clinical trials of the anti-oxidants vitamin C and vitamin E have proven largely ineffective with little improvement in clinical outcome or even a negative response. This could be explained in part by their inability to permeate the plasma and mitochondrial membranes and scavenge mitochondria-derived superoxide species, and for the former by the fact that it is actually a pro-oxidant in the presence of unliganded iron. ERG accumulates within tissues through the action of a specific organic cation transporter, SLC22A4 (previously referred to as OCTN1), which is possibly also expressed in mammalian mitochondria. Mitochondrial dysfunction has been implicated in a variety of vascular diseases including pre-eclampsia. This review discusses the use of ERG as a possibly mitochondrial-targeted anti-oxidant, focusing on its physical properties, potential mechanisms of action, safety profile and administration in relation to pregnancies complicated by pre-eclampsia.",preeclampsia
"Previous studies have suggested that altered miRNA expression in the placenta is associated with preeclampsia. The aim of this study was to investigate the expression of miR-424 in placental samples of severe preeclampsia (sPE) and uncomplicated pregnancy patients. miRNA was isolated from placentas obtained from 30 sPE patients and 30 healthy women. Quantitative real-time polymerase chain reaction was used to analyze the expression of miR-424. The prediction of target genes of miR-424 was performed using miRGen database. The function of these target genes was analyzed further by DAVID and Gorilla software. The expression of miR-424 was significantly lower in patients with sPE than in healthy controls. Changed expression of miR-424 in the case of pregnancy-related hypertensive disorders might affect the Wnt signaling pathway. These factors have a strong correlation with the development of PE. Expression of miR-424 in placenta was lower in patients with sPE, suggesting its role in the pathology of sPE.",preeclampsia
A prospective evaluation of the haemostatic mechanism was undertaken in 15 normal primigravidas and in 12 primigravidas with mild to moderately severe pre-eclampsia in order to further examine the possibility that disseminated intravascular coagulation may occur in this clinical syndrome. The only coagulation abnormality demonstrated was a prolongation of bleeding time. The data do not support the suggestion that significant disseminated intravascular coagulation is associated with pre-eclampsia. The addition of the heparinoid drug sodium pentosan polysulphate to the therapeutic regimen resulted in a significant fall in platelet factor 3 availability and in decreased aggregation against ADP but conferred no objective clinical improvement. We conclude that the drug has no place in the management of established pre-eclampsia.,preeclampsia
"Preeclampsia is a multisystem disorder after the 20(th) week of gestation, that is usually associated with raised blood pressure, proteinuria, and pathologic edema. Eclampsia is defined as the occurrence of conculsions in association with the syndrome of preeclampsia. In Europe and other developed countries eclampsia complicates approximately 1 in 2,000 deliveries, while in developing countries estimates vary between 1 in 100 to 1 in 1,700. 44% of seizures occur postnatally, the remainder being antepartum (38%) or intrapartum (18%). Although rare, eclampsia probably accounts for 50,000 maternal deaths a year world-wide. In this review article we discussed conditions, which are associated with a higher incidence of preeclampsia, pathophysiology, findings at physical examination, principles of treatment (blood pressure control, anticonvulsant therapy, and fluid management), post-partum management, complications, maternal morbidity and mortality, as well as prevention.",preeclampsia
"Preeclampsia is a major cause of maternal and perinatal mortality and morbidity. Regardless of susceptibility or predisposing conditions and risk factors, the degree of increase in abdominal pressure is directly related to the severity of preeclampsia, particularly in women with hydatidiform mole. When increased abdominal pressure is normalized by delivery, preeclampsia is cured. Recent genetic studies highlighted two leading risk factors for preeclampsia: chronic renal disease and T235 homozygosity for the AGT gene. Thus, while there is increased abdominal pressure in pregnancy, an imbalanced renin angiotensin system and renal injuries lead to a vicious cycle of increasing abdominal pressure and further renal injuries. A hypothesis for the potential participation of pressure in preeclampsia is described and the amelioration of preeclampsia through postural intervention and the possible therapeutic effect of angiotensin is suggested.",preeclampsia
"A total of 58 women with severe preeclampsia between 28-33 weeks of gestation were studied during the period from 1 October 1996 to 1 October 1997. Twenty-four women (42%) developed maternal or fetal indications necessitating early delivery within 48 hours, meanwhile the other 34 patients (58%) received expectant management. The average pregnancy prolongation period in the conservative management group was 6.4 days (range 3 to 18). The primary indications for delivery in this group were maternal indications 16 (47%), fetal compromise 13 (39%), 34 weeks of gestation 3 (8%), abruption placentae 1 (3%) and preterm labor 1 (3%). The mean birth weight and Apgar score at 5 minutes were 1520 +/- 310 g and 8, respectively. Expectant management was not associated with fetal death or maternal complications. The only neonatal death was related with sepsis and prematurity. The women in the early delivery group totaled two stillbirths and three neonatal deaths.",preeclampsia
"Background: Nephrotic syndrome occurring for the first time in pregnancy is rare. We report pre-eclampsia presenting with nephrotic syndrome. Method: A case report utilizing the case record and review of relevant literature. Results: A 26-year-old multi-gravida who presented with nephrotic syndrome for the first time in pregnancy. Proteinuria resolved spontaneously after delivery. Conclusion: This report highlights the need for increased awareness of this rare presentation of pre-eclampsia, especially in the tropics where a large majority of women presenting for delivery are unbooked.",preeclampsia
"Objective: The aim of this study was to correlate bioelectrical impedance analysis (BIA) with the clinical course of preeclampsia with edema. Design: 440 pregnant women with apparently normal, single pregnancy participated in this longitudinal study. Anthropometric measurements and BIA were performed during pregnancy and postpartum period. Results: All of the measurements were completed in 333 of the women; 279 of the women had a normal pregnancy (control group). The remaining 54 women developed edema during the third trimester of pregnancy. Of these, 40 women had only edema, and 14 women had edema followed by hypertension and/or proteinuria (preeclampsia group). The BIA index (the height squared divided by resistance) in the control group increased significantly towards late pregnancy, compared to that in early pregnancy. The indexes in the edema group were significantly higher during the third trimester compared to those of the control group at the same gestational week. The index in the preeclampsia group was higher relative to that in the control group. Moreover, a substantial increase in the index preceded the development of edema in the cases in which pregnancy was terminated due to deterioration of preeclampsia. Conclusions: Our results show that BIA is a useful method for monitoring longitudinal changes in total body water in pregnant women, and that BIA may be a powerful predictor of deterioration of preeclampsia preceded by edema.",preeclampsia
"The purpose of this study was to summarize the new published data on the Doppler flowmetry in preeclampsia. Methods: We summarize the new published data on the Doppler flowmetry in uteroplacental, fetoplacental and fetal circulation in preeclampsia. The present review summarized the results of clinical research on the Doppler flowmetry in the screening of risk of preclampsia, in the diagnosis of preclampsia and in the fetal risk in preclampsia (Ref. 19). Full Text (Free, PDF) www.bmj.sk.",preeclampsia
